street_name,long_snode,lat_snode,long_enode,lat_enode
Thiên Phước,106.6555539,10.778088,106.6532873,10.7756928
Thoại Ngọc Hầu,106.621551,10.7737359,106.6392437,10.7842211
Thoại Ngọc Hầu,106.6392437,10.7842211,106.6416689,10.78599
Thuận Kiều,106.6587965,10.7597225,106.6584197,10.7552474
Thuận Kiều,106.6584197,10.7552474,106.6584197,10.7552474
Thành Thái,106.6588525,10.7807392,106.6617292,10.7782236
Thành Thái,106.6617292,10.7782236,106.6645769,10.7739209
Thành Thái,106.6645769,10.7739209,106.6661869,10.7697668
Thành Thái,106.6661869,10.7697668,106.6670725,10.7675961
Thành phố Thuận An,106.6998839,10.8877621,106.6944551,10.8886155
Thánh Gióng,106.8100261,10.8820255,106.8089551,10.8827193
Tháp Mười,106.6494313,10.7497109,106.6545334,10.7507545
Thân Nhân Trung,106.6423382,10.8023976,106.6424147,10.8029475
Thích Quảng Đức,106.6785195,10.8082313,106.684482,10.8033105
Thăng Long,106.6610854,10.8045573,106.6609131,10.8039431
Thạnh Lộc 29,106.678258,10.8776731,106.6801765,10.8774274
Thế Lữ,106.5386925,10.7202232,106.542567,10.718012
Thị trấn Tân Túc,106.5693537,10.6795155,106.5693331,10.6797073
Thống Nhất,106.6652733,10.8397244,106.6644581,10.8348284
Trang Tử,106.6532793,10.7516644,106.6504956,10.7514819
Transfer between the Metro and the HSR,106.7557179,10.8081678,106.7559278,10.8085665
Trung Mỹ Tây 2A,106.6123545,10.8471993,106.6124805,10.8472751
Trương Công Định,106.6417176,10.7983099,106.6402984,10.7937318
Trương Quốc Dung,106.672673,10.7950667,106.6729603,10.7997004
Trương Định,106.6966242,10.7712056,106.6863035,10.7807024
Trương Định,106.6835712,10.7824606,106.6803024,10.7840477
Trường Chinh,106.6519615,10.7936226,106.6323883,10.8152248
Trường Chinh,106.6323883,10.8152248,106.6345381,10.8083021
Trường Chinh,106.6345381,10.8083021,106.6235423,10.829463
Trường Chinh,106.6235423,10.829463,106.6160676,10.8417386
Trường Chinh,106.6212255,10.8332849,106.6326825,10.8136617
Trường Chinh,106.6430538,10.7984865,106.6246086,10.8284986
Trường Chinh,106.6218498,10.832788,106.6227295,10.8311999
Trường Chinh,106.6227295,10.8311999,106.6187325,10.8373896
Trường Chinh,106.6187325,10.8373896,106.647854,10.7959135
Trường Chinh,106.647854,10.7959135,106.6206709,10.8339258
Trường Chinh,106.6206709,10.8339258,106.6211617,10.83315
Trường Sa,106.6855754,10.7925479,106.7006919,10.7939608
Trường Sơn,106.6649688,10.8130718,106.6650145,10.8111229
Trần Bình Trọng,106.6803749,10.7592606,106.6807561,10.7582717
Trần Huy Liệu,106.6779981,10.792161,106.6778425,10.794303
Trần Hưng Ðạo,106.6580656,10.7520028,106.6632877,10.752179
Trần Hưng Ðạo,106.6632877,10.752179,106.6953474,10.7680299
Trần Hưng Ðạo,106.6953474,10.7680299,106.692428,10.7644448
Trần Hưng Ðạo,106.6714119,10.7529032,106.6684652,10.752615
Trần Hữu Trang,106.6753149,10.7935553,106.673077,10.7940624
Trần Khắc Chân,106.6784691,10.7993219,106.6758626,10.8014439
Trần Minh Quyền,106.6737333,10.771263,106.6752791,10.770053
Trần Nam Trung,106.8191301,10.7085686,106.8236348,10.7065115
Trần Nhân Tôn,106.6755174,10.7590354,106.6746392,10.7632459
Trần Nhân Tôn,106.6746238,10.7633139,106.673962,10.7664111
Trần Não,106.730462,10.7912282,106.7303648,10.7916195
Trần Não,106.7303648,10.7916195,106.7334587,10.7992203
Trần Não,106.7308494,10.7982738,106.7318819,10.7981949
Trần Phú,106.668592,10.7529727,106.6790625,10.7626244
Trần Phú,106.6795568,10.7631515,106.674132,10.7574203
Trần Quang Diệu,106.6782642,10.787646,106.6784817,10.7835849
Trần Quang Khải,106.6898524,10.7916682,106.6888956,10.7915069
Trần Quý,106.6518136,10.7582245,106.6561005,10.7591573
Trần Quý,106.6561005,10.7591573,106.6582987,10.7596357
Trần Quốc Hoàn,106.6643387,10.8050283,106.6635788,10.8026411
Trần Quốc Thảo,106.6868337,10.7827317,106.6881451,10.7815324
Trần Quốc Thảo,106.6881451,10.7815324,106.689846,10.7799599
Trần Quốc Toản,106.6892673,10.7893494,106.6863082,10.7831971
Trần Văn Giàu,106.5880278,10.7482734,106.5750441,10.7535831
Trần Văn Kiểu,106.6289013,10.7465385,106.6288456,10.7460179
Trần Văn Mười,106.5879562,10.8496569,106.5913288,10.8777391
Trần Văn Quang,106.6445172,10.7796593,106.6499053,10.7795043
Trần Văn Quang,106.6499053,10.7795043,106.6486116,10.779603
Trần Văn Trà,106.7191654,10.7229109,106.8257234,10.7230616
Trần Văn Trà,106.8257234,10.7230616,106.7236416,10.7256271
Trần Văn Ðang,106.6795303,10.7822564,106.6784842,10.7830627
Trần Xuân Soạn,106.6919615,10.7512278,106.6880473,10.7504862
Trần Ðình Xu,106.6924841,10.75857,106.6919236,10.759772
Trần Đại Nghĩa,106.7774485,10.8736394,106.5384069,10.7447939
Trịnh Phong Đáng,106.7575192,10.8670888,106.7546708,10.8663263
Trịnh Đình Trọng,106.6384349,10.7760645,106.6464389,10.7751926
Trịnh Đình Trọng,106.6464389,10.7751926,106.6474762,10.7752249
Tân Chánh Hiệp 2,106.6364066,10.870711,106.6306399,10.8741821
Tân Chánh Hiệp 2,106.629111,10.8745351,106.6270618,10.8750882
Tân Chánh Hiệp 39,106.6167264,10.8821993,106.6236125,10.8776763
Tân Chánh Hiệp 39,106.6248126,10.877165,106.6163333,10.8825854
Tân Hoà Đông,106.6342541,10.7542847,106.6326357,10.7560579
Tân Kỳ Tân Quý,106.6193962,10.7994476,106.6052666,10.7916934
Tân Liễu,106.5954928,10.6811514,106.5958303,10.6818
Tân Phú,106.7236203,10.7336193,106.7238132,10.7336036
Tân Quý,106.6196106,10.7987681,106.6203627,10.7951375
Tân Sơn,106.6467909,10.8385379,106.6412646,10.8248067
Tân Sơn Nhì,106.6353988,10.80264,106.636066,10.8028848
Tân Thuận,106.7500323,10.764817,106.749763,10.7644644
Tân Vĩnh,106.7023549,10.7564549,106.7015563,10.757461
Tân Xuân 1,106.6035093,10.8752155,106.6030332,10.8756688
Tân Xuân 2,106.6077482,10.8819132,106.6079617,10.8822319
Tây Hòa,106.7641935,10.8261485,106.7621148,10.8262034
Tây Thạnh,106.6226738,10.8131648,106.6249673,10.8157799
Tây Thạnh,106.620154,10.810356,106.6228898,10.813438
Tên Lửa,106.6149043,10.7384659,106.6147828,10.7379148
Tô Hiến Thành,106.6581461,10.7703883,106.6614007,10.7736176
Tô Hiến Thành,106.6614007,10.7736176,106.664107,10.7768372
Tô Hiến Thành,106.664107,10.7768372,106.6679193,10.7797849
Tô Hiến Thành,106.6679193,10.7797849,106.6716762,10.7825973
Tô Hiệu,106.6271541,10.7723432,106.6274402,10.7732289
Tô Ký,106.6024445,10.8876775,106.6262305,10.8527736
Tô Ký,106.6262305,10.8527736,106.6159466,10.8661857
Tô Ký,106.6160443,10.8658854,106.61763,10.8599399
Tô Ký,106.61763,10.8599399,106.6200389,10.8571859
Tô Ngọc Vân,106.7511235,10.8537487,106.6713827,10.8620076
Tôn Thất Hiệp,106.6544961,10.7657693,106.6522037,10.7626655
Tôn Thất Hiệp,106.6521869,10.7623556,106.6532907,10.7602645
Tôn Thất Thuyết,106.717736,10.7571329,106.7022171,10.7530896
Tôn Ðức Thắng,106.7062443,10.7704106,106.7062775,10.7705573
Tôn Đức Thắng,106.8475443,10.7154014,106.7056039,10.7829212
Tùng Thiện Vương,106.6599822,10.7463121,106.6600922,10.7463656
Tú Xương,106.6863035,10.7807024,106.6876354,10.782002
Tăng Nhơn Phú,106.7813494,10.8342567,106.7687697,10.827184
Tạ Uyên,106.6538517,10.7537462,106.6537349,10.7556925
Tạ Uyên,106.6537349,10.7556925,106.6537781,10.754424
Tản Đà,106.6646409,10.7510333,106.663899,10.7548043
Tỉnh lộ 43,106.7319907,10.8770572,106.7319664,10.8772691
Tống Văn Trân,106.6411857,10.7719941,106.6444321,10.769814
Ung Văn Khiêm,106.7184953,10.8070705,106.7190173,10.8069599
Vĩnh Hội,106.7008649,10.7557367,106.7009702,10.7558499
Vân Côi,106.6565352,10.7883735,106.6560806,10.7877277
Vòng xoay,106.6940372,10.8207283,106.6941876,10.8204546
Vòng xoay An Lạc,106.6010824,10.7237483,106.6010908,10.7238063
Vòng xoay Dương Bá Trạc,106.6893329,10.7388523,106.6895522,10.738675
Vòng xoay Lê Đại Hành,106.6524868,10.7690082,106.6524868,10.7690082
Vòng xoay Lạc Long Quân,106.6423452,10.7669732,106.6423817,10.7669707
Vòng xoay Mũi Tàu,106.6236611,10.745645,106.6236292,10.7456047
Vòng xoay Mỹ Thủy,106.7748933,10.7697992,106.7748651,10.7698665
Vòng xoay Ngã Sáu Gò Vấp,106.6800231,10.8263771,106.6798028,10.8265667
Vòng xoay Ngã Sáu Nguyễ Thái Sơn,106.6786185,10.8143542,106.6785004,10.8140447
Vòng xoay Phú Lâm,106.6340806,10.7540208,106.6340886,10.7539125
Vòng xoay Điện Biên Phủ,106.6992858,10.7921176,106.6992344,10.7921359
Võ Chí Công,106.7748346,10.769328,106.770577,10.7655125
Võ Chí Công,106.770577,10.7655125,106.7634266,10.7588708
Võ Chí Công,106.7614378,10.7568077,106.7927383,10.7917842
Võ Hữu Lợi,106.5406398,10.7495136,106.540609,10.749453
Võ Thị Sáu,106.6955574,10.7915641,106.6866724,10.7825478
Võ Thị Sáu,106.6864116,10.7823096,106.6826659,10.7785015
Võ Văn Kiệt,106.59955,10.7169989,106.7032148,10.7687081
Võ Văn Kiệt,106.6036625,10.7186024,106.6915488,10.7581329
Võ Văn Kiệt,106.6692116,10.7503613,106.6606556,10.7491553
Võ Văn Ngân,106.7550306,10.851171,106.7710929,10.8497041
Võ Văn Ngân,106.7710929,10.8497041,106.7715732,10.8496933
Võ Văn Tần,106.6956364,10.782412,106.6884994,10.7746152
Võ Văn Vân,106.5789943,10.8114752,106.578982,10.8112677
Vĩnh Lộc,106.5775667,10.8125836,106.577018,10.812224
Vĩnh Phú,106.7070109,10.8838911,106.7005955,10.8701485
Vĩnh Phú 14,106.706146,10.8683289,106.7062328,10.868702
Vũ Huy Tấn,106.6927346,10.7959469,106.6961219,10.7956893
Vườn Chuối,106.6838351,10.7722208,106.6840093,10.7720296
Vườn Lài,106.6313252,10.7880016,106.6935088,10.844574
Vườn Lài,106.6932002,10.845755,106.6917699,10.8606545
Vạn Kiếp,106.6597273,10.7504541,106.659871,10.7502217
X2,106.755623,10.7933726,106.7559349,10.7935165
Xa Lộ Hà Nội,106.7516401,10.8043176,106.7918394,10.8603257
Xa Lộ Hà Nội,106.7542574,10.8054703,106.7632003,10.8303445
Xa Lộ Hà Nội,106.7636119,10.8310841,106.757767,10.8167282
Xa Lộ Hà Nội,106.7343734,10.8000814,106.7457465,10.8019073
Xa Lộ Hà Nội,106.74573,10.8025311,106.7579707,10.817913
Xa Lộ Hà Nội,106.7581999,10.8187919,106.7695847,10.8418294
Xa Lộ Hà Nội,106.7715728,10.8453128,106.7645442,10.8329768
Xa Lộ Hà Nội,106.7645442,10.8329768,106.7675662,10.8385833
Xa Lộ Hà Nội,106.7675662,10.8385833,106.7965925,10.8633078
Xa Lộ Hà Nội,106.7965925,10.8633078,106.7392519,10.8010884
Xa Lộ Hà Nội,106.7392519,10.8010884,106.7438001,10.8020857
Xa Lộ Hà Nội,106.7438001,10.8020857,106.7363742,10.8006952
Xa Lộ Hà Nội,106.7363742,10.8006952,106.7646754,10.8336803
Xa Lộ Hà Nội,106.7646754,10.8336803,106.7498148,10.8030754
Xa Lộ Hà Nội,106.7498148,10.8030754,106.7555087,10.8084947
Xa Lộ Hà Nội,106.7555087,10.8084947,106.7715847,10.8458797
Xa Lộ Hà Nội,106.7715847,10.8458797,106.7887514,10.8584028
Xa Lộ Hà Nội,106.7904411,10.8594106,106.7878367,10.8581937
Xa Lộ Hà Nội,106.7877131,10.8581167,106.804085,10.8685319
Xa Lộ Hà Nội,106.804085,10.8685319,106.810076,10.8752397
Xa lộ Hà Nội,106.7838587,10.8557659,106.7548299,10.8069194
Xa lộ Hà Nội,106.7548299,10.8069194,106.7521024,10.8045382
Xa lộ Hà Nội,106.7521024,10.8045382,106.7714892,10.8454687
Xuân Diệu,106.6557557,10.7954312,106.655546,10.7955147
Xuân Hồng,106.6525329,10.7944927,106.6517611,10.7937384
Xuân Thới 15,106.5938542,10.8691692,106.5939939,10.8689519
Xuân Thới Sơn 21,106.597713,10.8668839,106.5977254,10.8668923
Xã Bà Điểm,106.6148154,10.8426751,106.6147804,10.8425774
Xã Hưng Long,106.6236614,10.6890588,106.6244123,10.6906363
Xã Tân Thới Nhì,106.6039116,10.8598764,106.6045252,10.8590069
Xã Tân Xuân,106.6085312,10.8746132,106.6088444,10.8748532
Xã Vĩnh Lộc B,106.5759596,10.7888288,106.5682102,10.7800867
Xã Đông Thạnh,106.6282581,10.8857251,106.6282883,10.8856777
Xóm Củi,106.6605461,10.746712,106.6605397,10.7467638
Xô Viết Nghệ Tĩnh,106.707195,10.7924505,106.7113752,10.8011855
cầu Rạch Ông,106.6892692,10.7507792,106.6893325,10.7507855
cầu vượt,106.6790072,10.8146011,106.6800056,10.8157766
cầu vượt vào sân bay,106.6648834,10.8101615,106.6650353,10.8122766
vòng xoay Thái Bình,106.6882291,10.7667749,106.6882753,10.7667953
Âu Cơ,106.6479407,10.7745839,106.6468632,10.7762937
Âu Cơ,106.6470365,10.7760618,106.6496421,10.7722809
Âu Cơ,106.6496421,10.7722809,106.6477936,10.7750261
Âu Dương Lân,106.6817654,10.7482816,106.6819277,10.7479796
Ðiện Biên Phủ,106.6745229,10.7678833,106.6927956,10.78553
Ðiện Biên Phủ,106.6927956,10.78553,106.685171,10.7780742
Ðiện Biên Phủ,106.685171,10.7780742,106.697507,10.7903743
Ông Ích Khiêm,106.6430415,10.7665422,106.6429996,10.7665527
Út Tịch,106.6575383,10.8009968,106.6591633,10.7934217
Đi ga quốc tế,106.6650669,10.8130678,106.6652668,10.8144166
Đi ga trong nước,106.6650353,10.8122766,106.6646772,10.8134346
Đinh Bộ Lĩnh,106.7127697,10.8180917,106.7093756,10.8029327
Đinh Tiên Hoàng,106.6958731,10.7918339,106.7024674,10.7858782
Điện Biên Phủ,106.7151083,10.8009447,106.7051673,10.7984442
Điện Biên Phủ,106.7040931,10.7973168,106.7008614,10.7938821
Điện Biên Phủ,106.7028286,10.7957979,106.7127424,10.8012607
Điện Biên Phủ,106.7192459,10.7989146,106.7199137,10.7981813
Đoàn Văn Bơ,106.7037719,10.7633776,106.7038326,10.763364
Đào Duy Anh,106.6740205,10.8081046,106.6781072,10.8054457
Đào Trinh Nhất,106.7609449,10.8625105,106.7590353,10.8650568
Đông Hồ,106.6517538,10.7841856,106.6540868,10.7836106
Đường số 12,106.7573234,10.8159526,106.756146,10.8100275
Đường số 7,106.6190633,10.7515592,106.6193735,10.7516045
Đường số 8,106.6894218,10.7357728,106.6896458,10.7357633
Đướng Nguyễn Hữu Cảnh,106.720103,10.7980288,106.7201402,10.7979697
Đướng Song Hành Xa Lộ Hà Nội,106.7326817,10.8007157,106.732697,10.8007639
Đường 3 Tháng 2,106.6667965,10.767686,106.6489673,10.7579254
Đường A,106.5938427,10.7495269,106.5939152,10.7495472
Đường An Dương Vương,106.6741653,10.7574828,106.6696815,10.7566055
Đường B1,106.6402306,10.8077887,106.6403983,10.8073545
Đường Bình Thới,106.6424096,10.7629749,106.6422594,10.7630776
Đường CN2,106.6245997,10.8155285,106.62442,10.8155179
Đường Cao tốc Tp. Hồ Chí Minh-Long Thành-Dầu Giây,106.8534308,10.7859271,106.7909752,10.7963832
Đường Châu Văn Liêm,106.6583269,10.7545372,106.6583935,10.7541599
Đường Cộng Hòa,106.6453771,10.8021815,106.644295,10.8022319
Đường D1,106.7878255,10.8578972,106.7879739,10.8579871
Đường D2,106.6193571,10.8011202,106.6193967,10.8012387
Đường D4,106.6957773,10.7452196,106.6957332,10.7452248
Đường GS1,106.7760528,10.8883021,106.7761239,10.8882135
Đường Hoàng Trọng Hậu,106.6961929,10.7400283,106.6961154,10.7400256
Đường Hàn Hải Nguyên,106.6496262,10.7580377,106.6489515,10.757963
Đường Hòa Bình,106.6422282,10.7669237,106.641639,10.7670183
Đường Hùng Vương,106.6746115,10.7610783,106.6740819,10.760649
Đường Hải Thượng Lãn Ông,106.6564736,10.750916,106.6633972,10.7504187
Đường Hồng Bàng,106.6538338,10.7537647,106.6695824,10.7566007
Đường Kinh Dương Vương,106.614443,10.737327,106.6242766,10.7461636
Đường Liên Ấp 6-2,106.5507126,10.8195165,106.5508201,10.8195126
Đường Long Thuận,106.8596808,10.8119329,106.8596881,10.8119103
Đường Lãnh Binh Thăng,106.6568525,10.7620808,106.6567535,10.7621391
Đường Lê Hồng Phong,106.6730236,10.7709488,106.6730236,10.7709488
Đường Lê Đại Hành,106.652716,10.7684337,106.65706,10.7623035
Đường Lý Thái Tổ,106.667873,10.7680397,106.6679949,10.7681015
Đường Lý Thường Kiệt,106.6559639,10.7778843,106.6615589,10.773825
Đường Lý Thường Kiệt,106.6615589,10.773825,106.6566757,10.7758068
Đường Lạc Long Quân,106.6422822,10.7664078,106.6421549,10.7632226
Đường Minh Phụng,106.6444788,10.7618932,106.6445646,10.7618644
Đường N,106.7159815,10.7246478,106.715968,10.7255698
Đường N - Bắc,106.7115662,10.7336611,106.7122498,10.7320511
Đường Nguyễn Chí Thanh,106.6727534,10.7607311,106.6740891,10.7607915
Đường Nguyễn Oanh,106.6799853,10.8263467,106.6799069,10.8259802
Đường Nguyễn Sơn,106.6332492,10.7810287,106.6249141,10.7834192
Đường Nguyễn Thái Học,106.7004904,10.7610014,106.7004391,10.7610792
Đường Nguyễn Thị Nhỏ,106.6507502,10.753478,106.6507301,10.7533959
Đường Nguyễn Tri Phương,106.6691456,10.758935,106.6695945,10.756601
Đường Nguyễn Trãi,106.6930476,10.7711638,106.6588732,10.7529979
Đường Nguyễn Văn Linh,106.6572305,10.7208632,106.7221401,10.7341285
Đường Ngô Quyền,106.6663734,10.7558381,106.6663734,10.7558381
Đường Pham Ngũ Lão,106.6808633,10.8251122,106.6801335,10.8262602
Đường Phan Văn Trị,106.6778193,10.83081,106.6777619,10.8308562
Đường Phú Hòa,106.6544818,10.785806,106.6538061,10.7856285
Đường Phạm Văn Đổng,106.6791508,10.8139646,106.6899702,10.8193249
Đường Quang Trung,106.6491032,10.8388107,106.6452271,10.8408842
Đường Song Hành,106.7528475,10.8055309,106.7489288,10.8031584
Đường Song Hành Xa lộ Hà Nội,106.7860239,10.8575649,106.7676582,10.8378557
Đường Song Hành Xa lộ Hà Nội,106.768291,10.8389857,106.7742039,10.8488622
Đường Song Hành Xa lộ Hà Nội,106.7742039,10.8488622,106.7849851,10.855961
Đường Song Hành Xa lộ Hà Nội,106.7849851,10.855961,106.788085,10.8578137
Đường Sư Vạn Hạnh,106.6710427,10.7697703,106.6710665,10.769677
Đường Số 10,106.7646391,10.7775374,106.7647651,10.7776559
Đường Số 15,106.7398113,10.7738467,106.7397513,10.773475
Đường Số 354/15 Đướng Lý Thường Kiêt,106.6587872,10.7760663,106.6587872,10.7760663
Đường Thoại Ngọc Hầu,106.6357625,10.7815006,106.6361909,10.7820031
Đường Thuận Kiều,106.6584197,10.7552474,106.6583409,10.7546122
Đường Thành Thái,106.666908,10.7681721,106.6636154,10.7764553
Đường Trần Hưng Ðạo,106.6694499,10.7526979,106.658894,10.7519097
Đường Trần Phú,106.6739837,10.757428,106.6683833,10.7526071
Đường Trần Văn Giàu,106.6082145,10.7520876,106.6081604,10.7519761
Đường Tên Lửa,106.6150634,10.7383637,106.6149888,10.73825
Đường Tô Hiệu,106.6269195,10.7639371,106.6269466,10.7639255
Đường Tùng Thiện Vương,106.6604334,10.746712,106.6604618,10.746844
Đường Tạ Uyên,106.6537848,10.7537874,106.6537256,10.7537826
Đường Vành đai ĐHQG,106.8104451,10.8804438,106.8088204,10.8780069
Đường Võ Văn Kiệt,106.6630864,10.7502942,106.6634461,10.7500276
Đường cao tốc Thành phố Hồ Chí Minh – Long Thành – Dầu Giây,106.7886419,10.796707,106.7760321,10.7961184
Đường cao tốc Tp. Hồ Chí Minh-Long Thành-Dầu Giây,106.7570472,10.7942306,106.7555931,10.7939773
Đường dẫn Cầu Thủ Thiêm,106.7199382,10.7828466,106.7205208,10.7820242
Đường dẫn Ga Quốc tế,106.6648995,10.8133493,106.6649688,10.8130718
Đường dẫn Sảnh Đến Quốc tế,106.6636437,10.8153763,106.6633414,10.8152546
Đường dẫn ga Quốc nội,106.6647613,10.8125831,106.6643593,10.8140262
Đường dẫn sảnh đi Quốc tế,106.6659991,10.8153557,106.6660397,10.8154126
Đường số 1,106.6957432,10.7443078,106.7881544,10.8671265
Đường số 10,106.7099956,10.7414548,106.6287236,10.7498061
Đường số 13,106.7663628,10.8641797,106.766054,10.8642639
Đường số 14,106.7747087,10.8671944,106.7749133,10.8675871
Đường số 15,106.7025956,10.7451997,106.702546,10.7452314
Đường số 17,106.7899405,10.8599601,106.7903213,10.8599391
Đường số 18B,106.5996935,10.7796339,106.5996261,10.7796381
Đường số 1A,106.6934274,10.7356907,106.6934288,10.7357575
Đường số 20,106.7225448,10.8292498,106.7225292,10.8292319
Đường số 4,106.6898242,10.7388679,106.6909482,10.7392345
Đường số 41,106.6997338,10.7579629,106.6997668,10.7579884
Đường số 48,106.6987348,10.758507,106.7008649,10.7557367
Đường số 5,106.7619572,10.87865,106.6057636,10.8060161
Đường số 54,106.5941698,10.7496063,106.594239,10.7496222
Đường số 6,106.7485967,10.8656041,106.7272126,10.8697421
Đường số 7,106.6046711,10.7390636,106.6048642,10.7388319
Đường số 8,106.7698521,10.8824106,106.6623835,10.8418186
Đường số 9,106.7549076,10.8629278,106.7549076,10.8629278
Đường số 9A,106.6884076,10.7292604,106.6880005,10.7288508
Đường tỉnh 743,106.7382056,10.8873863,106.7383228,10.8874344
Đường ven hồ trung tâm,106.71738,10.76937,106.7229301,10.7786804
Đường Âu Cơ,106.6519481,10.769155,106.6515852,10.7694423
Đường Ðiện Biên Phủ,106.6975675,10.790616,106.6976523,10.7905389
Đường Ông Ích Khiêm,106.6429996,10.7665527,106.6427319,10.7666288
Đường đất,106.7001735,10.8368731,106.6929691,10.830835
Đại Lộ III,106.7753601,10.8136383,106.7686852,10.8131985
Đại lộ Bình Dương,106.7145929,10.8690532,106.7005934,10.8882744
Đại lộ ĐHQG TPHCM,106.8076326,10.8738915,106.8056563,10.8749777
Đất Thánh,106.6568445,10.7821462,106.6600419,10.7827199
Đất Thánh,106.6602062,10.7828795,106.656532,10.7819
Đặng Nguyên Cẩn,106.6316452,10.7534511,106.6332036,10.7563978
Đặng Văn Bi,106.7634239,10.8422045,106.7634728,10.8421583
Đặng Văn Ngữ,106.6690254,10.7937455,106.6693074,10.794193
Đồng Đen,106.6458983,10.7969579,106.6428981,10.7889094
Đỗ Xuân Hợp,106.7658175,10.8355189,106.7658807,10.8354781
đường song hành cao tốc Long Thành Dầu Giây,106.7806947,10.7957644,106.7808587,10.7957648
Ấp Bắc,106.6413422,10.7997419,106.6415662,10.8000771
